d,score
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,3
8,3
8,3
8,3
8,3
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,3
8,3
8,3
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,3
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,2
8,3
8,2
8,3
8,3
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,3
8,2
8,2
8,3
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,3
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,3
8,3
8,3
8,2
8,3
8,2
8,3
8,2
8,3
8,3
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,3
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,3
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,4
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,3
9,3
9,2
9,3
9,2
9,2
9,3
9,3
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,3
9,2
9,3
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,3
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,3
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,3
9,3
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,3
9,3
9,3
9,3
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,3
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,3
9,2
9,2
9,3
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,3
10,2
10,3
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,3
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,3
10,3
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,3
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,3
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,3
10,3
10,3
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,3
10,3
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,3
10,3
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,3
10,3
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,3
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,3
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,3
10,3
10,2
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
10,2
10,2
10,3
10,2
10,2
10,3
10,2
10,2
10,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,3
11,3
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,3
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,3
11,2
11,3
11,2
11,3
11,3
11,3
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,2
11,3
11,3
11,3
11,3
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,3
11,3
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,2
11,3
11,2
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,3
